---,Actor,Location,Rotation,Scale,Meshes
Row_36,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1085.347771,Y=-459.815101,Z=-1.076593)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_37,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=-810.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_38,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1092.590872,Y=-440.546791,Z=6.674601)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.817450,Y=1.817450,Z=1.817450)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var14_lod1.S_Thatching_Grass_uddmcgbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_39,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1081.141504,Y=-838.033531,Z=-2.930179)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.569701,Y=1.569701,Z=1.569701)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var16_lod1.S_Thatching_Grass_uddmcgbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_40,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1125.115130,Y=-816.816408,Z=7.098627)","(Pitch=0.000000,Yaw=-209.999998,Roll=0.000000)","(X=1.559430,Y=1.559430,Z=1.559430)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_41,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1108.457365,Y=-656.718593,Z=6.136237)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.142102,Y=1.142102,Z=1.142102)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_42,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1091.508000,Y=-231.020879,Z=-2.167602)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.318584,Y=3.318584,Z=3.318584)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var6_lod1.S_Thatching_Grass_uddmcgbia_Var6_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_43,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1096.534367,Y=-303.651459,Z=1.034463)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.674583,Y=3.674583,Z=3.674583)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var5_lod1.S_Thatching_Grass_uddmcgbia_Var5_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_44,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=-710.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_45,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1085.902394,Y=-315.745270,Z=0.710534)","(Pitch=0.000000,Yaw=-30.000000,Roll=0.000000)","(X=2.216877,Y=2.216877,Z=2.216877)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_46,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1073.485577,Y=-179.842855,Z=-1.074125)","(Pitch=0.000000,Yaw=49.999999,Roll=0.000000)","(X=3.153091,Y=3.153091,Z=3.153091)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var18_lod1.S_Thatching_Grass_uddmcgbia_Var18_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_47,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1094.997721,Y=690.204491,Z=0.000032)","(Pitch=0.000000,Yaw=119.999999,Roll=0.000000)","(X=3.733450,Y=3.733450,Z=3.733450)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var2_lod1.S_Thatching_Grass_uddmcgbia_Var2_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_48,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1111.683287,Y=426.740088,Z=0.000038)","(Pitch=0.000000,Yaw=109.999999,Roll=0.000000)","(X=2.274981,Y=2.274981,Z=2.274981)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_49,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1095.688258,Y=635.002936,Z=0.000038)","(Pitch=0.000000,Yaw=309.999997,Roll=0.000000)","(X=2.942503,Y=2.942503,Z=2.942503)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_50,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1081.673605,Y=233.962491,Z=-1.338600)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=3.150325,Y=3.150325,Z=3.150325)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var5_lod1.S_Thatching_Grass_uddmcgbia_Var5_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_51,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1085.347771,Y=362.955571,Z=-1.076593)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_52,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1092.590872,Y=382.223881,Z=6.674601)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.817450,Y=1.817450,Z=1.817450)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var14_lod1.S_Thatching_Grass_uddmcgbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_53,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=-610.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_54,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1085.902394,Y=1434.986847,Z=0.710541)","(Pitch=0.000000,Yaw=-30.000000,Roll=0.000000)","(X=2.216877,Y=2.216877,Z=2.216877)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_55,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1073.485577,Y=271.987076,Z=-1.608293)","(Pitch=0.000000,Yaw=49.999999,Roll=0.000000)","(X=3.153091,Y=3.153091,Z=3.153091)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var18_lod1.S_Thatching_Grass_uddmcgbia_Var18_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_56,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1073.823984,Y=329.996147,Z=0.806583)","(Pitch=0.000000,Yaw=-179.999999,Roll=0.000000)","(X=1.910196,Y=1.910196,Z=1.910196)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var19_lod1.S_Thatching_Grass_uddmcgbia_Var19_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_57,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1092.274721,Y=499.486949,Z=0.710534)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.727129,Y=1.727129,Z=1.727129)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_58,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1084.010020,Y=1227.157171,Z=0.000038)","(Pitch=0.000000,Yaw=109.999999,Roll=0.000000)","(X=2.274981,Y=2.274981,Z=2.274981)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_59,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1090.058532,Y=727.082041,Z=1.183114)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.733344,Y=1.733344,Z=1.733344)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_60,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1125.115130,Y=435.430606,Z=7.098627)","(Pitch=0.000000,Yaw=-209.999998,Roll=0.000000)","(X=1.559430,Y=1.559430,Z=1.559430)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_61,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1108.457365,Y=595.528421,Z=6.136237)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.142102,Y=1.142102,Z=1.142102)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_62,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1091.508000,Y=1021.226135,Z=-2.396893)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.318584,Y=3.318584,Z=3.318584)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var6_lod1.S_Thatching_Grass_uddmcgbia_Var6_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_63,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1085.347771,Y=1163.372654,Z=-1.076593)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_64,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=-510.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_65,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1081.141504,Y=785.154224,Z=-2.930179)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.569701,Y=1.569701,Z=1.569701)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var16_lod1.S_Thatching_Grass_uddmcgbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_66,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1125.115130,Y=806.371347,Z=7.098627)","(Pitch=0.000000,Yaw=-209.999998,Roll=0.000000)","(X=1.559430,Y=1.559430,Z=1.559430)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_67,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1108.457365,Y=966.469162,Z=6.136237)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.142102,Y=1.142102,Z=1.142102)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_68,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1091.508000,Y=1392.166876,Z=-3.127165)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.318584,Y=3.318584,Z=3.318584)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var6_lod1.S_Thatching_Grass_uddmcgbia_Var6_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_69,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1096.534367,Y=1319.536296,Z=1.034463)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.674583,Y=3.674583,Z=3.674583)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var5_lod1.S_Thatching_Grass_uddmcgbia_Var5_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_70,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=-410.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_71,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1085.902394,Y=1307.442485,Z=0.710534)","(Pitch=0.000000,Yaw=-30.000000,Roll=0.000000)","(X=2.216877,Y=2.216877,Z=2.216877)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_72,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1073.485577,Y=1443.344900,Z=10.825369)","(Pitch=0.000000,Yaw=49.999999,Roll=0.000000)","(X=3.153091,Y=3.153091,Z=3.153091)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var18_lod1.S_Thatching_Grass_uddmcgbia_Var18_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
